ra,ano_base,ano_alvo,nome,fase_num,idade,genero,ano_ingresso,inde,pedra,defasagem,iaa,ieg,ips,ipp,ida,ipv,ian,mat,por,ing,defasagem_next,inde_next,ian_next,pedra_next,y_risco,y_piora_defasagem,y_queda_inde,features_ausentes
RA-484,2022,2023,Aluno-484,1.0,11.0,M,2022,6.71,Ágata,-1,9.5,8.7,5.0,,6.5,6.389,5.0,8.0,5.0,,-1,5.515466667,5.0,Quartzo,1,0,1,False
RA-484,2023,2024,Aluno-484,2.0,12.0,M,2022,5.515466667,Quartzo,-1,6.4,7.5,2.52,5.416666667,3.6,6.8,5.0,3.2,4.0,,0,3.8354776573333336,10.0,Quartzo,0,0,1,False
RA-486,2022,2023,Aluno-486,1.0,10.0,F,2020,7.621,Ametista,-1,10.0,9.9,7.5,,7.3,7.222,5.0,6.7,7.8,,0,7.1043,10.0,Ametista,0,0,1,False
RA-487,2022,2023,Aluno-487,1.0,10.0,F,2019,8.417,Topázio,-1,7.5,9.7,7.5,,9.6,9.333,5.0,9.7,9.5,,0,8.988866667,10.0,Topázio,0,0,0,False
RA-487,2023,2024,Aluno-487,2.0,11.0,F,2019,8.988866667,Topázio,0,8.5,9.9,5.0,9.166666667,9.5,9.26,10.0,9.2,9.7,,0,9.4171373016,10.0,Topázio,0,0,0,False
RA-49,2022,2023,Aluno-49,5.0,17.0,F,2022,6.304,Ágata,-2,7.5,7.4,7.5,,3.9,7.042,5.0,1.5,4.2,6.2,0,,10.0,,0,0,0,False
RA-49,2023,2024,Aluno-49,8.0,18.0,F,2022,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-490,2022,2023,Aluno-490,1.0,10.0,F,2022,7.576,Ametista,-1,7.9,8.2,7.5,,7.7,8.722,5.0,6.0,9.3,,0,7.429466667,10.0,Ametista,0,0,1,False
RA-490,2023,2024,Aluno-490,2.0,,F,2022,7.429466667,Ametista,0,7.9,7.9,2.52,8.541666667,5.8,9.0075,10.0,2.8,8.7,,1,7.368084290266667,10.0,Ametista,0,0,1,False
RA-491,2022,2023,Aluno-491,1.0,11.0,M,2022,7.461,Ametista,-1,7.5,9.7,7.5,,7.0,7.722,5.0,6.0,8.0,,0,7.560533333,10.0,Ametista,0,0,0,False
RA-491,2023,2024,Aluno-491,2.0,,M,2022,7.560533333,Ametista,0,9.5,9.6,2.52,7.708333333,5.0,8.3375,10.0,3.3,6.7,,-1,6.995247619100001,5.0,Ágata,1,1,1,False
RA-493,2022,2023,Aluno-493,1.0,9.0,F,2020,8.306,Topázio,0,10.0,9.4,7.5,,7.2,8.278,10.0,7.3,7.0,,0,7.934366667,10.0,Ametista,0,0,1,False
RA-493,2023,2024,Aluno-493,2.0,10.0,F,2020,7.934366667,Ametista,0,9.5,9.6,2.52,8.541666667,6.0,8.84,10.0,4.7,7.2,,1,7.464325,10.0,Ametista,0,0,1,False
RA-494,2022,2023,Aluno-494,1.0,11.0,F,2022,6.407,Ágata,-1,6.4,8.3,5.0,,5.8,6.944,5.0,6.3,5.2,,-1,7.116633333,5.0,Ametista,1,0,0,False
RA-494,2023,2024,Aluno-494,2.0,12.0,F,2022,7.116633333,Ametista,-1,6.9,9.0,2.52,7.708333333,6.8,8.71,5.0,6.3,7.3,,0,7.922281328333334,10.0,Ametista,0,0,0,False
RA-495,2022,2023,Aluno-495,1.0,11.0,M,2022,7.857,Ametista,-1,9.0,8.9,7.5,,8.4,8.056,5.0,8.0,8.8,,-1,7.417366667,5.0,Ametista,1,0,1,False
RA-496,2022,2023,Aluno-496,1.0,11.0,M,2018,6.683,Ágata,-1,8.5,6.8,7.5,,5.7,7.556,5.0,5.8,5.5,,-1,6.603666667,5.0,Ágata,1,0,1,False
RA-496,2023,2024,Aluno-496,2.0,,M,2018,6.603666667,Ágata,-1,0.0,7.1,5.0,7.916666667,8.3,8.71,5.0,7.5,9.0,,0,6.726607507733334,10.0,Ágata,0,0,0,False
RA-497,2022,2023,Aluno-497,1.0,13.0,F,2016,6.323,Ágata,-2,6.9,9.2,5.0,,5.1,5.833,5.0,4.2,6.0,,-2,5.7191,5.0,Quartzo,1,0,1,False
RA-497,2023,2024,Aluno-497,2.0,,F,2016,5.7191,Quartzo,-2,5.3,8.7,2.52,6.25,3.5,6.885,5.0,1.7,5.3,,-1,4.4960809524,5.0,Quartzo,1,0,1,False
RA-499,2022,2023,Aluno-499,1.0,10.0,M,2020,7.826,Ametista,-1,8.5,10.0,7.5,,8.2,7.444,5.0,8.2,8.2,,0,7.8883,10.0,Ametista,0,0,0,False
RA-499,2023,2024,Aluno-499,2.0,11.0,M,2020,7.8883,Ametista,0,7.9,10.0,2.52,8.75,6.6,8.2975,10.0,5.3,7.8,,0,7.5794738095,10.0,Ametista,0,0,1,False
RA-5,2022,2023,Aluno-5,7.0,17.0,F,2016,7.427,Ametista,0,7.9,8.6,5.6,,5.2,7.389,10.0,7.0,2.9,5.7,0,,10.0,,0,0,0,False
RA-500,2022,2023,Aluno-500,1.0,10.0,F,2020,8.232,Topázio,-1,9.0,10.0,7.5,,9.5,7.889,5.0,9.5,9.5,,0,8.427533333,10.0,Topázio,0,0,0,False
RA-500,2023,2024,Aluno-500,2.0,11.0,F,2020,8.427533333,Topázio,0,9.5,10.0,2.52,8.958333333,7.9,8.7975,10.0,8.5,7.2,,0,8.077708333333334,10.0,Topázio,0,0,1,False
RA-501,2022,2023,Aluno-501,1.0,9.0,M,2021,7.794,Ametista,0,8.5,8.8,7.5,,6.8,7.333,10.0,8.0,5.7,,-1,8.1357,5.0,Topázio,1,1,0,False
RA-501,2023,2024,Aluno-501,1.0,10.0,M,2021,8.1357,Topázio,-1,7.0,8.4,7.52,8.541666667,8.9,9.396666667,5.0,9.2,8.5,,0,8.2779474937,10.0,Topázio,0,0,0,False
RA-502,2022,2023,Aluno-502,1.0,8.0,F,2021,8.287,Topázio,1,9.5,9.7,7.5,,7.4,7.778,10.0,6.7,8.2,,0,8.749075,10.0,Topázio,0,1,0,False
RA-502,2023,2024,Aluno-502,1.0,9.0,F,2021,8.749075,Topázio,0,8.5,9.8,7.52,7.96875,8.0,8.95,10.0,6.7,9.3,,0,8.5023309524,10.0,Topázio,0,0,1,False
RA-503,2022,2023,Aluno-503,1.0,10.0,M,2020,7.95,Ametista,-1,8.5,10.0,7.5,,8.8,7.5,5.0,8.7,9.0,,0,8.4682,10.0,Topázio,0,0,0,False
RA-503,2023,2024,Aluno-503,2.0,,M,2020,8.4682,Topázio,0,9.5,10.0,2.52,8.75,8.7,8.255,10.0,8.7,8.7,,1,8.547495614066667,10.0,Topázio,0,0,0,False
RA-504,2022,2023,Aluno-504,1.0,9.0,F,2021,8.072,Topázio,0,8.5,8.9,7.5,,8.0,7.556,10.0,7.8,8.2,,0,8.299533333,10.0,Topázio,0,0,0,False
RA-506,2022,2023,Aluno-506,1.0,12.0,M,2020,7.132,Ametista,-2,9.5,7.3,7.5,,7.2,7.278,5.0,8.3,6.0,,-1,7.750033333,5.0,Ametista,1,0,0,False
RA-508,2022,2023,Aluno-508,1.0,10.0,M,2022,6.575,Ágata,-1,8.0,7.4,7.5,,4.5,7.556,5.0,0.0,9.0,,0,7.671633333,10.0,Ametista,0,0,0,False
RA-508,2023,2024,Aluno-508,2.0,10.0,M,2022,7.671633333,Ametista,0,6.4,8.6,2.52,8.333333333,7.5,8.6725,10.0,6.2,8.7,,1,6.771708625733333,10.0,Ágata,0,0,1,False
RA-509,2022,2023,Aluno-509,1.0,12.0,F,2018,7.808,Ametista,-2,9.0,8.2,7.5,,9.2,7.833,5.0,9.3,9.0,,-1,7.606033333,5.0,Ametista,1,0,1,False
RA-509,2023,2024,Aluno-509,2.0,12.0,F,2018,7.606033333,Ametista,-1,8.5,8.1,2.52,8.958333333,8.6,8.84,5.0,8.2,9.0,,0,6.918152272733334,10.0,Ágata,0,0,1,False
RA-513,2022,2023,Aluno-513,1.0,9.0,M,2021,8.229,Topázio,0,9.0,9.6,5.6,,8.3,7.778,10.0,8.2,8.5,,0,8.297866667,10.0,Topázio,0,0,0,False
RA-513,2023,2024,Aluno-513,2.0,10.0,M,2021,8.297866667,Topázio,0,9.5,9.7,2.52,8.541666667,7.5,9.0075,10.0,7.2,7.8,,1,8.728632539666668,10.0,Topázio,0,0,0,False
RA-514,2022,2023,Aluno-514,1.0,9.0,F,2022,7.039,Ametista,0,8.0,9.7,7.5,,4.8,5.889,10.0,2.0,7.5,,-1,5.823133333,5.0,Quartzo,1,1,1,False
RA-514,2023,2024,Aluno-514,1.0,,F,2022,5.823133333,Quartzo,-1,7.9,7.5,2.52,5.0,5.5,5.896666667,5.0,4.2,6.8,,0,6.219580952400001,10.0,Ágata,0,0,0,False
RA-516,2022,2023,Aluno-516,1.0,9.0,M,2019,8.903,Topázio,0,10.0,9.7,7.5,,9.9,8.056,10.0,10.0,9.8,,0,8.6807,10.0,Topázio,0,0,1,False
RA-516,2023,2024,Aluno-516,2.0,10.0,M,2019,8.6807,Topázio,0,10.0,9.8,2.52,8.75,9.3,8.7175,10.0,9.0,9.5,,1,8.384033333366668,10.0,Topázio,0,0,1,False
RA-517,2022,2023,Aluno-517,1.0,12.0,F,2017,7.604,Ametista,-2,6.9,9.5,7.5,,7.7,7.833,5.0,7.8,7.5,,-1,6.3104,5.0,Ágata,1,0,1,False
RA-517,2023,2024,Aluno-517,2.0,13.0,F,2017,6.3104,Ágata,-1,4.1,9.0,2.52,6.875,6.6,6.7125,5.0,4.5,8.7,,0,5.880466583166668,10.0,Quartzo,0,0,1,False
RA-518,2022,2023,Aluno-518,1.0,10.0,M,2022,7.661,Ametista,-1,9.0,9.4,7.5,,7.5,7.5,5.0,6.0,9.0,,0,7.5762,10.0,Ametista,0,0,1,False
RA-518,2023,2024,Aluno-518,2.0,11.0,M,2022,7.5762,Ametista,0,8.5,8.5,5.0,8.125,6.7,6.9175,10.0,5.5,7.8,,0,6.3467483709,10.0,Ágata,0,0,1,False
RA-519,2022,2023,Aluno-519,1.0,9.0,M,2022,8.0,Ametista,0,7.4,9.6,7.5,,7.5,7.333,10.0,7.0,8.0,,-1,8.0177,5.0,Topázio,1,1,0,False
RA-52,2022,2023,Aluno-52,5.0,13.0,M,2018,7.861,Ametista,2,9.6,8.9,7.5,,6.2,7.5,10.0,3.3,6.3,8.8,1,7.9642,10.0,Ametista,0,1,0,False
RA-52,2023,2024,Aluno-52,5.0,,M,2018,7.9642,Ametista,1,10.0,9.8,2.52,8.125,6.4,8.2975,10.0,7.7,4.8,6.7,2,8.144466666733333,10.0,Topázio,0,0,0,False
RA-521,2022,2023,Aluno-521,1.0,9.0,M,2022,7.725,Ametista,0,9.0,10.0,5.0,,6.0,7.5,10.0,5.0,7.0,,-1,6.768666667,5.0,Ágata,1,1,1,False
RA-521,2023,2024,Aluno-521,1.0,,M,2022,6.768666667,Ágata,-1,0.0,9.9,3.77,7.083333333,7.9,8.166666667,5.0,7.0,8.7,,0,7.479842857199999,10.0,Ametista,0,0,0,False
RA-522,2022,2023,Aluno-522,1.0,9.0,M,2021,8.306,Topázio,0,9.5,9.1,7.5,,7.5,8.167,10.0,7.0,8.0,,-1,7.890533333,5.0,Ametista,1,1,1,False
RA-522,2023,2024,Aluno-522,1.0,,M,2021,7.890533333,Ametista,-1,7.5,9.2,7.52,7.083333333,8.3,8.45,5.0,8.3,8.2,,0,8.6777119048,10.0,Topázio,0,0,0,False
RA-524,2022,2023,Aluno-524,1.0,11.0,M,2019,6.947,Ágata,-1,0.0,9.4,5.0,,9.1,8.056,5.0,9.0,9.2,,-1,7.331133333,5.0,Ametista,1,0,0,False
RA-524,2023,2024,Aluno-524,2.0,,M,2019,7.331133333,Ametista,-1,6.4,9.2,2.52,8.333333333,8.9,7.42,5.0,9.0,8.8,,0,7.026322556366667,10.0,Ametista,0,0,1,False
RA-525,2022,2023,Aluno-525,1.0,11.0,F,2021,8.013,Ametista,-1,9.0,9.3,7.5,,8.6,8.167,5.0,8.3,8.8,,-1,7.911366667,5.0,Ametista,1,0,1,False
RA-526,2022,2023,Aluno-526,1.0,12.0,M,2022,8.079,Topázio,-2,10.0,9.9,7.5,,8.0,8.167,5.0,7.7,8.3,,-1,8.0957,5.0,Topázio,1,0,0,False
RA-526,2023,2024,Aluno-526,2.0,,M,2022,8.0957,Topázio,-1,9.5,9.8,5.0,8.75,8.8,7.7525,5.0,8.3,9.3,,-1,7.843157894833334,5.0,Ametista,1,0,1,False
RA-527,2022,2023,Aluno-527,1.0,9.0,F,2022,8.025,Ametista,0,8.5,10.0,7.5,,6.5,7.5,10.0,5.0,8.0,,-1,7.5682,5.0,Ametista,1,1,1,False
RA-527,2023,2024,Aluno-527,1.0,,F,2022,7.5682,Ametista,-1,9.0,9.1,7.52,7.5,6.5,7.78,5.0,5.7,7.2,,0,8.1403666666,10.0,Topázio,0,0,0,False
RA-528,2022,2023,Aluno-528,1.0,11.0,M,2021,5.335,Quartzo,-1,0.0,6.2,7.5,,4.0,6.944,5.0,5.3,2.7,,-1,7.6892,5.0,Ametista,1,0,0,False
RA-528,2023,2024,Aluno-528,2.0,,M,2021,7.6892,Ametista,-1,9.0,8.5,5.0,8.75,8.2,7.92,5.0,7.5,8.8,,0,7.276330075300001,10.0,Ametista,0,0,1,False
RA-529,2022,2023,Aluno-529,1.0,12.0,M,2020,6.51,Ágata,-2,8.5,8.9,5.0,,5.2,6.556,5.0,3.3,7.0,,-2,7.278991667,5.0,Ametista,1,0,0,False
RA-529,2023,2024,Aluno-529,1.0,,M,2020,7.278991667,Ametista,-2,8.0,9.6,7.52,5.78125,6.8,6.893333333,5.0,4.8,8.7,,-1,5.2661285715,5.0,Quartzo,1,0,1,False
RA-53,2022,2023,Aluno-53,5.0,17.0,M,2022,6.725,Ágata,-2,9.2,7.0,7.5,,7.0,6.458,5.0,6.0,8.0,,-2,7.600633333,5.0,Ametista,1,0,0,False
RA-530,2022,2023,Aluno-530,1.0,10.0,M,2019,8.338,Topázio,-1,10.0,9.0,7.5,,8.9,9.056,5.0,9.0,8.8,,0,7.653033333,10.0,Ametista,0,0,1,False
RA-530,2023,2024,Aluno-530,2.0,11.0,M,2019,7.653033333,Ametista,0,10.0,8.8,5.0,7.708333333,5.7,7.46,10.0,5.8,5.5,,0,7.214534419433333,10.0,Ametista,0,0,1,False
RA-531,2022,2023,Aluno-531,1.0,10.0,M,2022,8.057,Ametista,-1,9.5,9.8,7.5,,7.8,8.167,5.0,8.7,7.0,,0,8.3252,10.0,Topázio,0,0,0,False
RA-531,2023,2024,Aluno-531,2.0,11.0,M,2022,8.3252,Topázio,0,9.5,10.0,2.52,8.75,7.7,8.59,10.0,6.3,9.0,,0,7.912792647066666,10.0,Ametista,0,0,1,False
RA-533,2022,2023,Aluno-533,1.0,10.0,M,2022,6.962,Ágata,-1,8.5,8.8,5.6,,6.0,7.333,5.0,5.0,7.0,,-1,7.434866667,5.0,Ametista,1,0,0,False
RA-534,2022,2023,Aluno-534,1.0,12.0,F,2021,7.131,Ametista,-2,9.0,7.4,7.5,,7.1,7.333,5.0,6.5,7.7,,-1,5.8385,5.0,Quartzo,1,0,1,False
RA-534,2023,2024,Aluno-534,2.0,13.0,M,2021,5.8385,Quartzo,-1,0.0,8.1,2.52,8.125,5.4,7.92,5.0,3.7,7.0,,0,7.088855054266667,10.0,Ametista,0,0,0,False
RA-535,2022,2023,Aluno-535,1.0,10.0,F,2019,6.953,Ágata,-1,9.0,9.2,7.5,,5.1,6.917,5.0,4.7,5.5,,0,8.0027,10.0,Topázio,0,0,0,False
RA-535,2023,2024,Aluno-535,2.0,,F,2019,8.0027,Topázio,0,9.0,9.4,5.0,8.125,5.6,8.95,10.0,4.7,6.5,,0,7.659555952400001,10.0,Ametista,0,0,1,False
RA-536,2022,2023,Aluno-536,1.0,10.0,F,2020,7.106,Ametista,-1,9.5,8.9,5.6,,6.0,7.75,5.0,6.3,5.7,,0,7.759533333,10.0,Ametista,0,0,0,False
RA-536,2023,2024,Aluno-536,2.0,10.0,F,2020,7.759533333,Ametista,0,8.0,9.3,2.52,8.333333333,5.9,9.17,10.0,5.0,6.8,,1,7.7704681818,10.0,Ametista,0,0,0,False
RA-538,2022,2023,Aluno-538,1.0,13.0,M,2022,6.309,Ágata,-2,8.5,7.5,5.6,,6.8,5.583,5.0,4.5,9.0,,-1,6.413466667,5.0,Ágata,1,0,0,False
RA-538,2023,2024,Aluno-538,2.0,13.0,M,2022,6.413466667,Ágata,-1,7.4,8.6,2.52,7.916666667,4.7,7.39,5.0,3.5,5.8,,-1,6.514094017066666,5.0,Ágata,1,0,0,False
RA-539,2022,2023,Aluno-539,1.0,11.0,F,2022,7.665,Ametista,-1,8.5,9.3,6.9,,7.5,8.417,5.0,6.8,8.2,,-1,7.796866667,5.0,Ametista,1,0,0,False
RA-539,2023,2024,Aluno-539,2.0,,F,2022,7.796866667,Ametista,-1,9.5,8.6,2.52,9.166666667,8.5,8.84,5.0,7.2,9.7,,0,8.465533333333335,10.0,Topázio,0,0,0,False
RA-540,2022,2023,Aluno-540,1.0,10.0,F,2019,7.303,Ametista,-1,8.5,9.5,5.6,,7.0,7.5,5.0,6.8,7.2,,0,8.216033333,10.0,Topázio,0,0,0,False
RA-542,2022,2023,Aluno-542,1.0,11.0,F,2019,7.221,Ametista,-1,8.0,9.8,6.3,,6.5,7.417,5.0,5.3,7.7,,-1,7.816533333,5.0,Ametista,1,0,0,False
RA-542,2023,2024,Aluno-542,2.0,12.0,F,2019,7.816533333,Ametista,-1,9.5,9.7,5.0,8.75,6.3,9.006666667,5.0,5.2,7.3,,0,6.7205649586,10.0,Ágata,0,0,1,False
RA-543,2022,2023,Aluno-543,1.0,10.0,F,2022,7.05,Ametista,-1,8.5,9.8,4.4,,6.5,7.167,5.0,5.0,8.0,,0,7.971833333,10.0,Ametista,0,0,0,False
RA-543,2023,2024,Aluno-543,2.0,11.0,F,2022,7.971833333,Ametista,0,7.8,9.8,2.52,8.75,6.5,9.006666667,10.0,5.5,7.5,,1,8.0467871118,10.0,Topázio,0,0,0,False
RA-546,2022,2023,Aluno-546,1.0,11.0,F,2021,6.77,Ágata,-1,9.0,7.9,5.0,,5.6,7.917,5.0,3.3,7.8,,-1,6.031666667,5.0,Ágata,1,0,1,False
RA-546,2023,2024,Aluno-546,2.0,,F,2021,6.031666667,Ágata,-1,0.0,7.2,2.52,8.75,5.7,9.173333333,5.0,3.5,7.8,,0,5.702426010066667,10.0,Quartzo,0,0,1,False
RA-547,2022,2023,Aluno-547,1.0,11.0,F,2019,7.745,Ametista,-1,9.5,9.7,5.0,,7.6,8.833,5.0,7.3,7.8,,-1,6.467,5.0,Ágata,1,0,1,False
RA-547,2023,2024,Aluno-547,2.0,12.0,F,2019,6.467,Ágata,-1,0.0,9.1,2.52,8.75,6.2,8.95,5.0,5.0,7.3,,0,7.210290672333333,10.0,Ametista,0,0,0,False
RA-548,2022,2023,Aluno-548,1.0,12.0,M,2019,7.292,Ametista,-2,8.0,9.1,6.9,,7.2,7.583,5.0,5.7,8.7,,-1,7.4322,5.0,Ametista,1,0,0,False
RA-548,2023,2024,Aluno-548,2.0,12.0,M,2019,7.4322,Ametista,-1,9.0,9.1,2.52,8.333333333,7.4,8.283333333,5.0,6.2,8.5,,0,7.240168803466668,10.0,Ametista,0,0,1,False
RA-549,2022,2023,Aluno-549,1.0,10.0,M,2021,6.301,Ágata,-1,10.0,7.9,6.9,,4.2,6.167,5.0,2.2,6.2,,-1,7.0297,5.0,Ametista,1,0,0,False
RA-549,2023,2024,Aluno-549,1.0,,M,2021,7.0297,Ametista,-1,9.5,8.1,5.02,6.875,6.4,7.5,5.0,5.5,7.2,,-1,6.5398187888,5.0,Ágata,1,0,1,False
RA-55,2022,2023,Aluno-55,5.0,16.0,F,2017,6.576,Ágata,-1,7.1,7.6,5.6,,7.5,6.5,5.0,6.7,7.8,7.9,-1,6.898033333,5.0,Ágata,1,0,0,False
RA-551,2022,2023,Aluno-551,1.0,12.0,F,2018,6.853,Ágata,-2,8.5,7.3,6.9,,6.6,7.333,5.0,5.0,8.2,,-1,7.075033333,5.0,Ametista,1,0,0,False
RA-552,2022,2023,Aluno-552,1.0,11.0,M,2022,6.625,Ágata,-1,9.5,8.8,5.0,,5.5,7.167,5.0,6.0,5.0,,-2,5.248666667,5.0,Quartzo,1,1,1,False
RA-555,2022,2023,Aluno-555,1.0,12.0,M,2019,5.949,Quartzo,-2,9.5,8.1,5.0,,4.4,5.167,5.0,1.8,7.0,,-1,5.898133333,5.0,Quartzo,1,0,1,False
RA-555,2023,2024,Aluno-555,2.0,,M,2019,5.898133333,Quartzo,-1,7.4,8.1,2.52,6.25,3.9,6.946666667,5.0,1.5,6.2,,-1,5.111470186333333,5.0,Quartzo,1,0,1,False
RA-556,2022,2023,Aluno-556,1.0,11.0,F,2018,7.181,Ametista,-1,9.0,8.8,5.0,,6.4,8.25,5.0,4.8,8.0,,-1,7.7482,5.0,Ametista,1,0,0,False
RA-556,2023,2024,Aluno-556,2.0,,F,2018,7.7482,Ametista,-1,8.5,9.6,2.52,9.166666667,7.2,9.396666667,5.0,6.5,7.8,,0,5.833377380933333,10.0,Quartzo,0,0,1,False
RA-557,2022,2023,Aluno-557,1.0,10.0,M,2019,8.334,Topázio,-1,10.0,8.4,7.5,,9.4,9.333,5.0,10.0,8.8,,0,8.7717,10.0,Topázio,0,0,0,False
RA-557,2023,2024,Aluno-557,2.0,,M,2019,8.7717,Topázio,0,10.0,8.2,5.0,9.375,8.9,9.62,10.0,8.0,9.7,,0,9.350986466133334,10.0,Topázio,0,0,0,False
RA-558,2022,2023,Aluno-558,1.0,14.0,M,2022,5.539,Quartzo,-3,9.0,8.5,5.0,,4.3,4.5,2.5,0.5,8.0,,-3,6.615333333,2.5,Ágata,1,0,0,False
RA-558,2023,2024,Aluno-558,2.0,,M,2022,6.615333333,Ágata,-3,7.8,9.4,5.0,6.458333333,6.0,6.78,2.5,5.7,6.3,,-2,5.048054503133334,5.0,Quartzo,1,0,1,False
RA-559,2022,2023,Aluno-559,1.0,11.0,M,2021,7.634,Ametista,-1,9.5,9.2,7.5,,7.1,8.083,5.0,7.2,7.0,,-1,7.947366667,5.0,Ametista,1,0,0,False
RA-559,2023,2024,Aluno-559,2.0,,M,2021,7.947366667,Ametista,-1,10.0,9.4,5.0,8.958333333,7.4,8.506666667,5.0,6.5,8.2,,0,6.158158974333333,10.0,Ágata,0,0,1,False
RA-56,2022,2023,Aluno-56,5.0,15.0,F,2019,8.404,Topázio,0,10.0,10.0,7.5,,7.0,8.25,10.0,4.5,6.5,10.0,0,8.284333333,10.0,Topázio,0,0,1,False
RA-56,2023,2024,Aluno-56,6.0,16.0,F,2019,8.284333333,Topázio,0,9.6,9.5,5.0,8.125,7.8,7.8,10.0,7.8,5.5,10.0,0,9.0770201754,10.0,Topázio,0,0,0,False
RA-560,2022,2023,Aluno-560,1.0,11.0,M,2020,4.949,Quartzo,-1,6.9,7.2,5.0,,3.8,3.75,5.0,3.2,4.3,,-1,4.932,5.0,Quartzo,1,0,1,False
RA-562,2022,2023,Aluno-562,1.0,11.0,F,2021,7.855,Ametista,-1,8.0,9.0,7.5,,8.0,8.75,5.0,8.3,7.7,,-1,6.824833333,5.0,Ágata,1,0,1,False
RA-562,2023,2024,Aluno-562,2.0,12.0,F,2021,6.824833333,Ágata,-1,0.0,8.5,2.52,8.541666667,8.7,8.893333333,5.0,7.7,9.7,,0,8.392733333333334,10.0,Topázio,0,0,0,False
RA-563,2022,2023,Aluno-563,1.0,11.0,F,2020,8.22,Topázio,-1,10.0,9.2,7.5,,8.5,8.833,5.0,9.0,8.0,,0,7.684133333,10.0,Ametista,0,0,1,False
RA-563,2023,2024,Aluno-563,2.0,11.0,F,2020,7.684133333,Ametista,0,6.4,9.7,2.52,8.75,6.2,8.726666667,10.0,6.0,6.3,,0,8.595447619066668,10.0,Topázio,0,0,0,False
RA-566,2022,2023,Aluno-566,1.0,12.0,F,2022,7.729,Ametista,-2,9.5,8.4,7.5,,8.5,7.917,5.0,9.5,7.5,,-1,7.7227,5.0,Ametista,1,0,1,False
RA-568,2022,2023,Aluno-568,1.0,14.0,M,2018,7.306,Ametista,-3,8.0,8.6,6.9,,8.3,7.944,2.5,8.0,8.5,,-3,6.9647,2.5,Ágata,1,0,1,False
RA-568,2023,2024,Aluno-568,2.0,,M,2018,6.9647,Ágata,-3,7.0,7.9,5.0,8.125,7.6,8.01,2.5,8.5,6.7,,-2,5.545864285733334,5.0,Quartzo,1,0,1,False
RA-57,2022,2023,Aluno-57,5.0,16.0,M,2017,7.305,Ametista,-1,7.1,8.1,5.6,,8.4,7.875,5.0,9.0,7.0,9.3,-1,6.450875,5.0,Ágata,1,0,1,False
RA-57,2023,2024,Aluno-57,6.0,,M,2017,6.450875,Ágata,-1,0.0,8.0,5.63,7.96875,7.2,7.755,5.0,7.8,6.8,7.0,0,7.419380430199999,10.0,Ametista,0,0,0,False
RA-570,2022,2023,Aluno-570,1.0,10.0,F,2019,5.722,Quartzo,-1,9.0,7.0,7.5,,1.3,6.778,5.0,0.7,2.0,,-1,6.781033333,5.0,Ágata,1,0,0,False
RA-570,2023,2024,Aluno-570,1.0,,F,2019,6.781033333,Ágata,-1,8.5,7.3,3.77,8.125,5.9,8.056666667,5.0,5.7,6.0,,-1,6.8133640787,5.0,Ágata,1,0,0,False
RA-571,2022,2023,Aluno-571,1.0,11.0,F,2019,6.589,Ágata,-1,8.5,8.8,7.5,,3.7,6.944,5.0,3.3,4.0,,-2,6.6097,5.0,Ágata,1,1,0,False
RA-571,2023,2024,Aluno-571,1.0,12.0,F,2019,6.6097,Ágata,-2,9.0,7.9,3.77,7.291666667,5.0,7.616666667,5.0,3.8,6.2,,-1,6.2964554348,5.0,Ágata,1,0,1,False
RA-573,2022,2023,Aluno-573,1.0,11.0,M,2020,8.261,Topázio,-1,9.5,9.9,7.5,,8.2,8.944,5.0,8.3,8.0,,-1,7.774366667,5.0,Ametista,1,0,1,False
RA-573,2023,2024,Aluno-573,2.0,,M,2020,7.774366667,Ametista,-1,9.5,9.8,5.0,8.541666667,6.6,8.45,5.0,5.7,7.5,,0,7.839050000000001,10.0,Ametista,0,0,0,False
RA-574,2022,2023,Aluno-574,1.0,10.0,M,2022,6.86,Ágata,-1,9.5,7.2,5.0,,7.5,6.944,5.0,5.5,9.5,,0,7.878133333,10.0,Ametista,0,0,0,False
RA-576,2022,2023,Aluno-576,1.0,10.0,F,2022,7.59,Ametista,-1,9.5,9.1,7.5,,7.8,7.111,5.0,7.5,8.0,,-1,7.984741667,5.0,Ametista,1,0,0,False
RA-576,2023,2024,Aluno-576,1.0,11.0,F,2022,7.984741667,Ametista,-1,9.0,9.3,5.02,9.21875,8.0,8.503333333,5.0,6.5,9.5,,0,8.93195,10.0,Topázio,0,0,0,False
RA-577,2022,2023,Aluno-577,1.0,10.0,F,2022,7.862,Ametista,-1,9.5,9.3,7.5,,9.0,7.111,5.0,8.3,9.7,,-1,7.219366667,5.0,Ametista,1,0,1,False
RA-577,2023,2024,Aluno-577,1.0,11.0,F,2022,7.219366667,Ametista,-1,10.0,8.2,3.77,6.875,7.4,7.673333333,5.0,6.5,8.3,,-1,6.629159109700001,5.0,Ágata,1,0,1,False
RA-578,2022,2023,Aluno-578,1.0,10.0,M,2019,8.814,Topázio,-1,9.5,10.0,8.8,,9.5,9.611,5.0,9.3,9.7,,0,9.013866667,10.0,Topázio,0,0,0,False
RA-578,2023,2024,Aluno-578,2.0,11.0,M,2019,9.013866667,Topázio,0,9.0,10.0,2.52,9.791666667,9.7,9.7625,10.0,9.8,9.5,,1,9.066199999966669,10.0,Topázio,0,0,0,False
