ra,ano_base,ano_alvo,nome,fase_num,idade,genero,ano_ingresso,inde,pedra,defasagem,iaa,ieg,ips,ipp,ida,ipv,ian,mat,por,ing,defasagem_next,inde_next,ian_next,pedra_next,y_risco,y_piora_defasagem,y_queda_inde,features_ausentes
RA-115,2022,2023,Aluno-115,4.0,16.0,F,2019,5.886,Quartzo,-2,8.3,6.8,6.3,,3.8,5.583,5.0,3.0,5.7,2.7,-1,6.319141667,5.0,Ágata,1,0,0,False
RA-115,2023,2024,Aluno-115,5.0,16.0,F,2019,6.319141667,Ágata,-1,8.8,7.1,5.0,7.34375,4.2,7.215,5.0,3.7,3.8,5.2,-2,5.404184695733334,5.0,Quartzo,1,1,1,False
RA-1150,2023,2024,Aluno-1150,3.0,16.0,M,2023,7.076008333,Ametista,-3,9.2,9.8,2.52,7.96875,6.7,7.835,2.5,7.0,6.5,6.5,-2,7.1023212964,5.0,Ametista,1,0,0,False
RA-1151,2023,2024,Aluno-1151,3.0,,F,2023,7.829958333,Ametista,0,7.5,9.5,2.52,7.65625,8.3,7.545,10.0,7.3,8.8,8.7,1,8.749111111066668,10.0,Topázio,0,0,0,False
RA-1153,2023,2024,Aluno-1153,3.0,14.0,F,2023,7.968658333,Ametista,-1,7.9,10.0,7.52,7.65625,7.2,8.63,5.0,6.7,7.8,7.0,-1,8.268876190466667,5.0,Topázio,1,0,0,False
RA-1154,2023,2024,Aluno-1154,3.0,13.0,M,2023,7.701125,Ametista,0,9.6,9.3,5.63,7.65625,5.1,7.67,10.0,5.3,5.0,5.0,-1,7.566075,5.0,Ametista,1,1,1,False
RA-1155,2023,2024,Aluno-1155,3.0,14.0,F,2023,7.821633333,Ametista,-1,9.2,9.2,5.63,7.5,8.0,8.2925,5.0,6.7,8.2,9.0,-1,7.119011111133333,5.0,Ametista,1,0,1,False
RA-1156,2023,2024,Aluno-1156,3.0,12.0,F,2023,7.340775,Ametista,0,8.3,9.2,2.52,7.96875,5.3,7.7925,10.0,6.2,6.0,3.7,1,6.6777135642,10.0,Ágata,0,0,1,False
RA-1157,2023,2024,Aluno-1157,3.0,14.0,M,2023,7.086633333,Ametista,-1,9.2,8.8,6.26,7.5,5.7,7.0025,5.0,5.0,6.3,5.7,-1,7.916082936533334,5.0,Ametista,1,0,0,False
RA-116,2022,2023,Aluno-116,4.0,16.0,F,2019,6.854,Ágata,-2,5.8,8.1,6.3,,5.9,7.792,5.0,5.0,7.2,5.5,-2,6.433075,5.0,Ágata,1,0,1,False
RA-116,2023,2024,Aluno-116,5.0,17.0,F,2019,6.433075,Ágata,-2,6.7,7.6,5.0,7.96875,4.7,7.5475,5.0,2.3,5.0,6.8,-2,6.337470707133334,5.0,Ágata,1,0,1,False
RA-1160,2023,2024,Aluno-1160,3.0,,M,2023,6.636166667,Ágata,0,9.6,8.7,2.52,6.875,2.7,7.2575,10.0,4.8,2.7,0.7,-1,6.274190982333334,5.0,Ágata,1,1,1,False
RA-1162,2023,2024,Aluno-1162,3.0,13.0,F,2023,7.44215,Ametista,0,8.3,8.5,3.77,7.8125,6.0,7.7525,10.0,7.3,5.5,5.2,0,7.473167836266667,10.0,Ametista,0,0,0,False
RA-1163,2023,2024,Aluno-1163,3.0,14.0,M,2023,7.749391667,Ametista,-1,8.8,9.3,7.52,7.65625,7.2,7.75,5.0,7.0,6.7,8.0,0,8.6794789474,10.0,Topázio,0,0,0,False
RA-1165,2023,2024,Aluno-1165,3.0,12.0,F,2023,7.880716667,Ametista,0,9.2,9.1,5.0,7.1875,7.3,7.2925,10.0,7.0,6.0,9.0,0,7.908044272466667,10.0,Ametista,0,0,0,False
RA-1166,2023,2024,Aluno-1166,3.0,15.0,F,2023,7.307858333,Ametista,-2,8.3,9.6,7.52,7.65625,4.8,7.9175,5.0,5.3,2.8,6.2,-1,7.452799122766667,5.0,Ametista,1,0,0,False
RA-1168,2023,2024,Aluno-1168,3.0,13.0,F,2023,5.886625,Quartzo,0,0.0,8.8,2.52,7.65625,3.5,7.045,10.0,5.0,2.0,3.5,-1,6.864053921600001,5.0,Ágata,1,1,0,False
RA-1169,2023,2024,Aluno-1169,3.0,,F,2023,7.213625,Ametista,-1,7.5,9.5,5.0,7.03125,6.3,8.0025,5.0,6.8,7.3,4.8,-1,6.885305555533334,5.0,Ágata,1,0,1,False
RA-1170,2023,2024,Aluno-1170,3.0,,M,2023,6.874683333,Ágata,-1,8.8,7.7,7.52,7.1875,5.9,6.5775,5.0,6.0,6.8,4.8,-2,6.095440873,5.0,Ágata,1,1,1,False
RA-1171,2023,2024,Aluno-1171,3.0,14.0,M,2023,7.856033333,Ametista,-1,7.9,8.4,5.0,8.75,8.7,8.88,5.0,7.3,9.0,9.7,-1,7.6236817459,5.0,Ametista,1,0,1,False
RA-1172,2023,2024,Aluno-1172,4.0,16.0,F,2023,7.030108333,Ametista,-2,8.3,7.8,2.52,8.59375,6.7,8.46,5.0,6.0,5.7,8.3,-1,5.719565079333334,5.0,Quartzo,1,0,1,False
RA-1173,2023,2024,Aluno-1173,4.0,14.0,M,2023,7.67285,Ametista,0,8.8,9.7,2.52,7.8125,6.0,8.1225,10.0,7.0,5.0,6.0,0,8.220132915666667,10.0,Topázio,0,0,0,False
RA-1174,2023,2024,Aluno-1174,4.0,15.0,F,2023,7.333591667,Ametista,-1,9.2,8.7,2.52,8.90625,6.8,8.3375,5.0,6.5,7.2,6.8,0,7.374213419866667,10.0,Ametista,0,0,0,False
RA-1176,2023,2024,Aluno-1176,4.0,13.0,M,2023,8.881483333,Topázio,1,8.3,9.3,7.52,9.6875,8.2,9.17,10.0,8.0,7.8,8.7,1,8.914816269866666,10.0,Topázio,0,0,0,False
RA-1177,2023,2024,Aluno-1177,4.0,14.0,F,2023,8.345491667,Topázio,0,10.0,9.9,2.52,8.90625,7.2,8.88,10.0,7.0,6.7,8.0,0,8.3233039474,10.0,Topázio,0,0,1,False
RA-1178,2023,2024,Aluno-1178,4.0,,M,2023,7.066475,Ametista,-2,8.8,9.3,2.52,7.96875,5.7,8.2125,5.0,6.3,4.5,6.3,-1,8.0934746032,5.0,Topázio,1,0,0,False
RA-1181,2023,2024,Aluno-1181,4.0,,F,2023,6.971266667,Ágata,0,8.8,8.3,2.52,7.5,4.8,7.3375,10.0,5.7,4.3,4.5,0,6.2015816738666665,10.0,Ágata,0,0,1,False
RA-1184,2023,2024,Aluno-1184,4.0,,M,2023,7.381566667,Ametista,-2,8.3,8.3,5.0,8.125,7.3,8.045,5.0,8.0,5.5,8.5,-1,7.411701731566668,5.0,Ametista,1,0,0,False
RA-1188,2023,2024,Aluno-1188,4.0,15.0,F,2023,,,-1,9.6,9.4,,7.8125,6.4,7.5875,5.0,6.5,7.5,5.2,-1,7.801633333400001,5.0,Ametista,1,0,0,False
RA-1189,2023,2024,Aluno-1189,4.0,,F,2023,,,-1,8.8,9.0,,7.8125,6.1,7.3775,5.0,6.3,5.7,6.2,-1,7.6486387164,5.0,Ametista,1,0,0,False
RA-119,2022,2023,Aluno-119,4.0,14.0,F,2016,7.501,Ametista,0,8.3,8.2,5.6,,5.4,7.875,10.0,5.7,7.0,3.4,2,,10.0,,0,0,0,False
RA-119,2023,2024,Aluno-119,7.0,15.0,F,2016,,,2,6.7,,2.52,,,,10.0,,,,1,8.085299999933333,10.0,Topázio,0,1,0,False
RA-1193,2023,2024,Aluno-1193,4.0,,F,2023,6.018083333,Ágata,0,0.0,7.8,5.0,7.1875,4.1,7.13,10.0,3.7,3.5,5.0,-1,6.6304815790000005,5.0,Ágata,1,1,0,False
RA-1195,2023,2024,Aluno-1195,4.0,,F,2022,5.677291667,Quartzo,-3,0.0,8.3,2.52,8.28125,5.4,8.0025,2.5,4.3,4.7,7.3,-2,7.508514492666666,5.0,Ametista,1,0,0,False
RA-1198,2023,2024,Aluno-1198,5.0,,F,2023,7.515233333,Ametista,-1,8.3,9.4,6.26,7.5,6.7,7.9625,5.0,7.3,3.7,9.0,-1,6.9217748918,5.0,Ágata,1,0,1,False
RA-1199,2023,2024,Aluno-1199,5.0,,M,2023,7.024933333,Ametista,-2,6.7,9.1,5.0,6.875,6.2,8.0875,5.0,6.8,5.0,6.7,-2,7.614235714266666,5.0,Ametista,1,0,0,False
RA-12,2022,2023,Aluno-12,7.0,17.0,F,2020,4.832,Quartzo,0,0.0,4.0,6.9,,1.5,6.389,10.0,2.7,1.1,0.7,0,,10.0,,0,0,0,False
RA-12,2023,2024,Aluno-12,8.0,18.0,F,2020,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1200,2023,2024,Aluno-1200,5.0,15.0,F,2023,5.711166667,Quartzo,0,0.0,6.4,5.0,7.5,4.0,6.8725,10.0,4.3,2.3,5.5,-1,5.6415838956,5.0,Quartzo,1,1,1,False
RA-1201,2023,2024,Aluno-1201,5.0,15.0,M,2023,8.378008333,Topázio,0,9.2,9.6,3.77,8.59375,7.8,8.7575,10.0,8.3,6.5,8.5,-1,8.376195238033333,5.0,Topázio,1,1,1,False
RA-1203,2023,2024,Aluno-1203,5.0,,F,2023,7.487841667,Ametista,-1,9.2,10.0,2.52,7.96875,7.2,7.8775,5.0,6.7,5.8,9.2,0,8.9495245614,10.0,Topázio,0,0,0,False
RA-1207,2023,2024,Aluno-1207,5.0,,F,2023,7.58235,Ametista,0,8.8,9.0,5.0,7.8125,5.5,7.63,10.0,5.0,4.0,7.5,-1,6.509169736866667,5.0,Ágata,1,1,1,False
RA-121,2022,2023,Aluno-121,4.0,16.0,F,2021,7.245,Ametista,-2,7.1,8.4,6.3,,7.2,7.625,5.0,5.7,6.8,9.0,-1,6.811875,5.0,Ágata,1,0,1,False
RA-121,2023,2024,Aluno-121,5.0,,F,2021,6.811875,Ágata,-1,6.3,8.8,5.0,7.34375,6.0,7.4625,5.0,5.0,5.7,7.3,-2,7.476158297266668,5.0,Ametista,1,1,0,False
RA-1210,2023,2024,Aluno-1210,5.0,16.0,F,2023,7.171083333,Ametista,-1,9.6,9.4,5.0,7.8125,4.7,8.09,5.0,5.0,2.0,7.0,0,8.2302,10.0,Topázio,0,0,0,False
RA-1214,2023,2024,Aluno-1214,6.0,16.0,M,2023,8.378666667,Topázio,0,9.6,9.8,6.89,7.5,7.4,7.6725,10.0,8.0,5.0,9.3,0,8.5902971362,10.0,Topázio,0,0,0,False
RA-1216,2023,2024,Aluno-1216,6.0,19.0,F,2023,7.7105,Ametista,-2,9.6,9.0,5.63,7.5,7.9,7.795,5.0,8.7,5.3,9.7,0,,10.0,,0,0,0,False
RA-1220,2023,2024,Aluno-1220,6.0,17.0,F,2023,6.46725,Ágata,-1,0.0,9.0,5.0,7.8125,6.8,7.63,5.0,8.8,5.3,6.3,-1,7.143244444466667,5.0,Ametista,1,0,0,False
RA-1221,2023,2024,Aluno-1221,7.0,22.0,F,2023,8.027466667,Topázio,-1,9.2,9.1,6.26,8.0,8.7,8.09,5.0,8.2,8.0,10.0,0,,10.0,,0,0,0,False
RA-1224,2023,2024,Aluno-1224,7.0,,M,2023,7.5524,Ametista,-1,8.3,9.4,5.0,7.125,8.0,7.6325,5.0,8.2,6.3,9.5,0,,10.0,,0,0,0,False
RA-1225,2023,2024,Aluno-1225,7.0,18.0,F,2023,,,-1,7.5,,2.52,,,,5.0,,,,0,,10.0,,0,0,0,False
RA-1226,2023,2024,Aluno-1226,7.0,,F,2023,,,1,9.2,,7.52,,,,10.0,,,,0,7.785233333333334,10.0,Ametista,0,1,0,False
RA-1227,2023,2024,Aluno-1227,7.0,16.0,F,2023,,,1,9.2,,2.52,,,,10.0,,,,0,4.8446,10.0,Quartzo,0,1,0,False
RA-1228,2023,2024,Aluno-1228,7.0,17.0,F,2023,,,0,7.5,,2.52,,,,10.0,,,,0,4.8761,10.0,Quartzo,0,0,0,False
RA-1229,2023,2024,Aluno-1229,7.0,,F,2023,,,1,8.3,,7.52,,,,10.0,,,,0,4.8238,10.0,Quartzo,0,1,0,False
RA-123,2022,2023,Aluno-123,4.0,16.0,M,2017,7.084,Ametista,-2,7.9,8.6,5.6,,6.5,7.292,5.0,7.3,6.3,5.9,-2,6.068333333,5.0,Ágata,1,0,1,False
RA-123,2023,2024,Aluno-123,5.0,17.0,M,2017,6.068333333,Ágata,-2,0.0,9.4,5.0,6.875,5.7,6.8375,5.0,5.0,5.3,6.7,-1,6.887248015866668,5.0,Ágata,1,0,0,False
RA-1230,2023,2024,Aluno-1230,7.0,16.0,F,2021,,,1,0.0,,2.52,,,,10.0,,,,0,4.7612000000000005,10.0,Quartzo,0,1,0,False
RA-1231,2023,2024,Aluno-1231,8.0,22.0,M,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1232,2023,2024,Aluno-1232,8.0,21.0,M,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1233,2023,2024,Aluno-1233,8.0,22.0,F,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1234,2023,2024,Aluno-1234,8.0,,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1235,2023,2024,Aluno-1235,8.0,21.0,M,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1236,2023,2024,Aluno-1236,8.0,21.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1237,2023,2024,Aluno-1237,8.0,,F,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1238,2023,2024,Aluno-1238,8.0,21.0,F,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1239,2023,2024,Aluno-1239,8.0,,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1240,2023,2024,Aluno-1240,8.0,20.0,M,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1241,2023,2024,Aluno-1241,8.0,,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1242,2023,2024,Aluno-1242,8.0,19.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1244,2023,2024,Aluno-1244,8.0,20.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1245,2023,2024,Aluno-1245,8.0,,M,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1246,2023,2024,Aluno-1246,8.0,20.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1248,2023,2024,Aluno-1248,8.0,20.0,M,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1249,2023,2024,Aluno-1249,8.0,,M,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-125,2022,2023,Aluno-125,4.0,15.0,F,2022,7.619,Ametista,-1,8.8,8.5,7.5,,7.1,7.75,5.0,5.0,7.2,9.2,-1,6.989633333,5.0,Ágata,1,0,1,False
RA-125,2023,2024,Aluno-125,5.0,16.0,F,2022,6.989633333,Ágata,-1,9.2,7.7,5.0,8.125,5.8,7.835,5.0,3.3,5.8,8.2,-1,6.627079761933334,5.0,Ágata,1,0,1,False
RA-1250,2023,2024,Aluno-1250,8.0,,M,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1251,2023,2024,Aluno-1251,8.0,20.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1252,2023,2024,Aluno-1252,8.0,,F,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1253,2023,2024,Aluno-1253,8.0,23.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1254,2023,2024,Aluno-1254,8.0,19.0,M,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1255,2023,2024,Aluno-1255,8.0,,M,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1256,2023,2024,Aluno-1256,8.0,18.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1257,2023,2024,Aluno-1257,8.0,18.0,M,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1258,2023,2024,Aluno-1258,8.0,24.0,M,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1259,2023,2024,Aluno-1259,8.0,,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1260,2023,2024,Aluno-1260,8.0,,M,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1261,2023,2024,Aluno-1261,8.0,,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1262,2023,2024,Aluno-1262,8.0,19.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1263,2023,2024,Aluno-1263,8.0,,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1264,2023,2024,Aluno-1264,8.0,,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1265,2023,2024,Aluno-1265,8.0,,M,2022,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1266,2023,2024,Aluno-1266,8.0,,F,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1267,2023,2024,Aluno-1267,8.0,22.0,F,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1268,2023,2024,Aluno-1268,8.0,19.0,M,2021,,,0,,,,,,,10.0,,,,1,,10.0,,0,0,0,False
RA-1269,2023,2024,Aluno-1269,8.0,18.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-127,2022,2023,Aluno-127,4.0,14.0,F,2022,8.283,Topázio,0,7.5,8.7,7.5,,7.9,8.125,10.0,7.7,7.7,8.3,0,7.91935,10.0,Ametista,0,0,1,False
RA-127,2023,2024,Aluno-127,5.0,15.0,F,2022,7.91935,Ametista,0,8.8,7.8,6.26,8.4375,6.4,8.6725,10.0,4.7,6.3,8.2,0,8.5605939394,10.0,Topázio,0,0,0,False
RA-1270,2023,2024,Aluno-1270,8.0,19.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1271,2023,2024,Aluno-1271,8.0,18.0,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1272,2023,2024,Aluno-1272,8.0,,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-1273,2023,2024,Aluno-1273,8.0,17.0,F,2023,,,1,,,,,,,10.0,,,,0,,10.0,,0,1,0,False
RA-1274,2023,2024,Aluno-1274,8.0,,F,2021,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-128,2022,2023,Aluno-128,4.0,15.0,M,2019,5.563,Quartzo,-1,0.0,6.2,7.5,,5.6,6.167,5.0,6.7,6.8,3.2,-1,6.503908333,5.0,Ágata,1,0,0,False
RA-13,2022,2023,Aluno-13,7.0,18.0,M,2016,6.902,Ágata,-1,7.9,7.4,7.5,,4.7,8.056,5.0,3.5,5.5,5.2,0,,10.0,,0,0,0,False
RA-13,2023,2024,Aluno-13,8.0,18.0,M,2016,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-131,2022,2023,Aluno-131,4.0,15.0,F,2016,7.174,Ametista,-1,8.8,9.0,5.6,,5.6,7.75,5.0,6.0,6.5,4.2,-1,5.952358333,5.0,Quartzo,1,0,1,False
RA-131,2023,2024,Aluno-131,5.0,16.0,F,2016,5.952358333,Quartzo,-1,8.3,7.8,5.0,7.65625,2.2,6.8,5.0,0.0,3.0,3.5,-2,7.263155555633333,5.0,Ametista,1,1,0,False
RA-132,2022,2023,Aluno-132,4.0,14.0,F,2019,8.355,Topázio,0,10.0,8.8,5.6,,7.7,8.458,10.0,6.5,7.5,9.1,0,7.350625,10.0,Ametista,0,0,1,False
RA-132,2023,2024,Aluno-132,5.0,15.0,F,2019,7.350625,Ametista,0,7.5,8.7,2.52,7.65625,6.5,7.715,10.0,6.3,6.5,6.7,0,8.4746321428,10.0,Topázio,0,0,0,False
RA-133,2022,2023,Aluno-133,4.0,15.0,F,2016,6.875,Ágata,-1,7.9,7.1,7.5,,5.6,7.625,5.0,4.7,7.2,5.0,-1,6.168416667,5.0,Ágata,1,0,1,False
RA-137,2022,2023,Aluno-137,4.0,17.0,F,2016,7.056,Ametista,-3,7.5,8.9,5.0,,7.3,7.792,2.5,6.0,7.3,8.5,-2,5.937025,5.0,Quartzo,1,0,1,False
RA-137,2023,2024,Aluno-137,5.0,17.0,F,2016,5.937025,Quartzo,-2,7.1,6.3,2.52,6.40625,6.0,6.88,5.0,7.3,4.5,6.2,-2,6.576761183366667,5.0,Ágata,1,0,0,False
RA-138,2022,2023,Aluno-138,4.0,15.0,M,2016,6.738,Ágata,-1,9.6,8.0,5.6,,5.6,6.375,5.0,5.0,6.5,5.2,-2,6.784075,5.0,Ágata,1,1,0,False
RA-138,2023,2024,Aluno-138,4.0,16.0,M,2016,6.784075,Ágata,-2,10.0,7.9,6.26,7.34375,4.3,7.4175,5.0,4.0,3.7,5.2,-2,7.3860274169,5.0,Ametista,1,0,0,False
RA-14,2022,2023,Aluno-14,7.0,21.0,M,2022,6.793,Ágata,-1,7.9,8.3,7.5,,4.0,7.75,5.0,8.0,0.0,,0,,10.0,,0,0,0,False
RA-14,2023,2024,Aluno-14,8.0,21.0,M,2022,,,0,,,,,,,10.0,,,,0,,10.0,,0,0,0,False
RA-141,2022,2023,Aluno-141,4.0,14.0,M,2017,7.118,Ametista,0,9.2,8.2,5.6,,5.7,5.917,10.0,5.8,6.2,5.0,-1,6.719791667,5.0,Ágata,1,1,1,False
RA-143,2022,2023,Aluno-143,4.0,13.0,M,2019,8.638,Topázio,1,8.3,9.9,5.6,,7.9,9.5,10.0,9.7,7.7,6.4,1,7.794358333,10.0,Ametista,0,0,1,False
RA-143,2023,2024,Aluno-143,5.0,,M,2019,7.794358333,Ametista,1,8.3,9.6,2.52,8.28125,6.5,8.3375,10.0,9.2,5.0,5.2,2,7.449366666666667,10.0,Ametista,0,0,1,False
RA-144,2022,2023,Aluno-144,4.0,14.0,F,2017,8.181,Topázio,0,7.5,9.3,5.0,,7.9,8.292,10.0,7.5,7.2,9.0,1,4.990333333,10.0,Quartzo,0,0,1,False
RA-145,2022,2023,Aluno-145,4.0,16.0,M,2017,5.846,Quartzo,-2,0.0,6.3,8.1,,5.2,7.25,5.0,3.0,4.8,7.8,-3,,2.5,,1,1,0,False
RA-146,2022,2023,Aluno-146,4.0,15.0,F,2022,7.947,Ametista,-1,8.3,9.2,7.5,,7.9,8.208,5.0,6.3,7.3,10.0,-1,7.584483333,5.0,Ametista,1,0,1,False
RA-146,2023,2024,Aluno-146,5.0,,F,2022,7.584483333,Ametista,-1,6.2,9.5,5.0,8.4375,7.9,8.2125,5.0,7.8,5.8,10.0,-2,8.134554885333333,5.0,Topázio,1,1,0,False
RA-147,2022,2023,Aluno-147,4.0,14.0,F,2022,7.541,Ametista,0,8.3,7.7,7.5,,6.1,7.25,10.0,5.8,4.8,7.7,-1,5.5425,5.0,Quartzo,1,1,1,False
RA-147,2023,2024,Aluno-147,4.0,15.0,F,2022,5.5425,Quartzo,-1,0.0,7.0,5.63,6.875,4.5,7.46,5.0,5.0,6.0,2.5,-1,7.400477922133334,5.0,Ametista,1,0,0,False
RA-149,2022,2023,Aluno-149,4.0,15.0,F,2022,6.323,Ágata,-1,9.2,6.5,7.5,,5.0,6.125,5.0,4.0,6.0,,-2,5.622266667,5.0,Quartzo,1,1,1,False
RA-149,2023,2024,Aluno-149,4.0,,F,2022,5.622266667,Quartzo,-2,8.8,4.2,2.52,7.5,4.7,7.2925,5.0,5.7,3.5,5.0,-2,5.7316173854,5.0,Quartzo,1,0,0,False
RA-151,2022,2023,Aluno-151,4.0,16.0,F,2020,7.563,Ametista,-2,8.8,7.5,6.9,,8.3,7.958,5.0,7.3,8.0,9.5,-2,6.892541667,5.0,Ágata,1,0,1,False
RA-152,2022,2023,Aluno-152,4.0,16.0,F,2022,6.712,Ágata,-2,8.3,7.0,7.5,,6.5,6.292,5.0,4.0,7.0,8.5,-2,6.30695,5.0,Ágata,1,0,1,False
RA-152,2023,2024,Aluno-152,4.0,16.0,F,2022,6.30695,Ágata,-2,7.9,7.7,2.52,7.8125,4.5,7.71,5.0,4.0,5.0,4.5,-2,6.5837938596,5.0,Ágata,1,0,0,False
RA-153,2022,2023,Aluno-153,4.0,14.0,F,2018,7.535,Ametista,0,7.9,8.2,5.0,,6.6,7.708,10.0,3.3,7.7,8.8,0,7.289966667,10.0,Ametista,0,0,1,False
RA-153,2023,2024,Aluno-153,5.0,15.0,F,2018,7.289966667,Ametista,0,9.2,7.4,2.52,8.125,6.4,7.71,10.0,6.0,5.3,8.0,2,4.78185,10.0,Quartzo,0,0,1,False
RA-155,2022,2023,Aluno-155,4.0,16.0,M,2022,7.051,Ametista,-2,10.0,8.3,7.5,,5.2,6.833,5.0,4.3,6.8,4.3,-2,6.318991667,5.0,Ágata,1,0,1,False
RA-155,2023,2024,Aluno-155,5.0,17.0,M,2022,6.318991667,Ágata,-2,7.9,8.1,5.0,7.03125,4.4,6.5875,5.0,5.3,2.8,5.2,0,,10.0,,0,0,0,False
RA-157,2022,2023,Aluno-157,4.0,12.0,F,2018,8.317,Topázio,1,7.5,10.0,6.3,,7.7,8.292,10.0,7.0,7.5,8.7,2,7.879008333,10.0,Ametista,0,0,1,False
RA-157,2023,2024,Aluno-157,5.0,13.0,F,2018,7.879008333,Ametista,2,7.1,9.9,2.52,8.59375,6.8,8.63,10.0,6.0,6.8,7.5,1,8.950566666733334,10.0,Topázio,0,1,0,False
RA-158,2022,2023,Aluno-158,4.0,17.0,F,2017,7.302,Ametista,-3,7.9,9.8,5.6,,6.6,8.125,2.5,5.0,6.7,8.1,1,7.297425,10.0,Ametista,0,0,1,False
RA-158,2023,2024,Aluno-158,5.0,,F,2017,7.297425,Ametista,1,7.1,9.0,2.52,8.28125,6.0,7.545,10.0,6.0,5.7,6.3,0,6.855159259266667,10.0,Ágata,0,1,1,False
RA-159,2022,2023,Aluno-159,4.0,15.0,F,2021,6.49,Ágata,-1,8.3,8.1,5.6,,4.7,6.458,5.0,4.3,5.8,3.9,-2,6.805033333,5.0,Ágata,1,1,0,False
RA-160,2022,2023,Aluno-160,4.0,15.0,F,2021,6.746,Ágata,-1,7.5,7.2,5.6,,5.3,8.25,5.0,2.7,6.0,7.1,-1,6.598266667,5.0,Ágata,1,0,1,False
RA-160,2023,2024,Aluno-160,5.0,16.0,F,2021,6.598266667,Ágata,-1,8.8,8.3,2.52,8.125,5.0,7.46,5.0,3.3,3.8,8.0,-1,6.855108333266668,5.0,Ágata,1,0,0,False
RA-161,2022,2023,Aluno-161,4.0,11.0,F,2018,7.957,Ametista,2,7.9,9.1,5.6,,6.9,8.083,10.0,5.3,6.8,8.5,1,6.250166667,10.0,Ágata,0,1,1,False
RA-161,2023,2024,Aluno-161,5.0,14.0,F,2018,6.250166667,Ágata,1,0.0,7.3,2.52,8.125,5.8,7.795,10.0,7.0,4.5,6.0,0,7.258445588333334,10.0,Ametista,0,1,0,False
RA-164,2022,2023,Aluno-164,4.0,16.0,M,2018,6.776,Ágata,-2,8.3,7.3,5.6,,6.5,7.208,5.0,4.7,6.5,8.3,-1,5.638666667,5.0,Quartzo,1,0,1,False
RA-164,2023,2024,Aluno-164,5.0,16.0,M,2018,5.638666667,Quartzo,-1,0.0,8.2,2.52,6.875,5.8,6.9625,5.0,6.0,4.2,7.3,-2,6.837125731066667,5.0,Ágata,1,1,0,False
